Product_id,Product_Code,Warehouse,Product_Category,Date,Order_Demand,Open,Promo,StateHoliday,SchoolHoliday,Petrol_price
864895,Product_0527,Whse_S,Category_022,01/04/2016,1,1,0,0,0,93
786799,Product_0063,Whse_S,Category_019,01/04/2016,20000,1,0,0,0,93
786802,Product_1429,Whse_S,Category_019,01/04/2016,5000,1,0,0,0,85
861217,Product_1432,Whse_C,Category_019,01/04/2016,5000,1,0,0,0,95
976315,Product_1618,Whse_A,Category_024,01/04/2016,2,1,0,0,0,89
999416,Product_0158,Whse_S,Category_021,01/04/2016,357,1,0,0,0,81
898977,Product_1726,Whse_A,Category_003,01/04/2016,180,1,0,0,0,93
786706,Product_0627,Whse_S,Category_001,01/04/2016,1,1,0,0,0,94
999346,Product_2143,Whse_S,Category_009,01/04/2016,42,1,0,0,0,91
907013,Product_1356,Whse_C,Category_019,01/04/2016,2000,1,0,0,0,89
907014,Product_1507,Whse_C,Category_019,01/04/2016,2000,1,0,0,0,81
907015,Product_1480,Whse_C,Category_019,01/04/2016,1000,1,0,0,0,92
907016,Product_1341,Whse_C,Category_019,01/04/2016,150000,1,0,0,0,93
999297,Product_0229,Whse_S,Category_007,01/04/2016,24,1,0,0,0,91
786724,Product_0033,Whse_S,Category_005,01/04/2016,100000,1,0,0,0,83
999417,Product_0352,Whse_S,Category_021,01/04/2016,48,1,0,0,0,84
898786,Product_1264,Whse_A,Category_019,01/04/2016,12000,1,0,0,0,87
982008,Product_2111,Whse_A,Category_009,01/04/2016,50,1,0,0,0,88
872268,Product_0464,Whse_S,Category_022,01/04/2016,13,1,0,0,0,92
872269,Product_0464,Whse_S,Category_022,01/04/2016,21,1,0,0,0,87
999296,Product_0202,Whse_S,Category_007,01/04/2016,926,1,0,0,0,91
982009,Product_2114,Whse_A,Category_009,01/04/2016,50,1,0,0,0,96
872524,Product_0658,Whse_C,Category_011,01/04/2016,217,1,0,0,0,84
999291,Product_0200,Whse_S,Category_007,01/04/2016,1090,1,0,0,0,80
982176,Product_1541,Whse_A,Category_019,01/04/2016,0,1,0,0,0,95
872539,Product_1942,Whse_C,Category_001,01/04/2016,3,1,0,0,0,80
982175,Product_1250,Whse_A,Category_019,01/04/2016,0,1,0,0,0,90
982007,Product_2109,Whse_A,Category_009,01/04/2016,50,1,0,0,0,86
999418,Product_0158,Whse_S,Category_021,01/04/2016,463,1,0,0,0,92
999419,Product_0352,Whse_S,Category_021,01/04/2016,28,1,0,0,0,83
991410,Product_1675,Whse_A,Category_021,01/04/2016,2,1,0,0,0,82
976316,Product_1646,Whse_A,Category_024,01/04/2016,2,1,0,0,0,92
976317,Product_1794,Whse_A,Category_024,01/04/2016,1,1,0,0,0,91
976318,Product_1807,Whse_A,Category_024,01/04/2016,1,1,0,0,0,86
976360,Product_0319,Whse_A,Category_017,01/04/2016,2,1,0,0,0,93
849918,Product_0012,Whse_S,Category_005,01/04/2016,5000,1,0,0,0,89
981923,Product_1726,Whse_A,Category_003,01/04/2016,18,1,0,0,0,94
981929,Product_0225,Whse_A,Category_007,01/04/2016,100,1,0,0,0,86
999635,Product_1208,Whse_S,Category_026,01/04/2016,2,1,0,0,0,84
999623,Product_1786,Whse_S,Category_018,01/04/2016,40,1,0,0,0,84
857135,Product_1581,Whse_C,Category_005,01/04/2016,1000,1,0,0,0,92
907246,Product_1450,Whse_C,Category_019,01/04/2016,6000,1,0,0,0,93
906819,Product_1794,Whse_C,Category_024,01/04/2016,2,1,0,0,0,81
872935,Product_0083,Whse_S,Category_019,01/04/2016,740000,1,0,0,0,91
859839,Product_0891,Whse_C,Category_023,01/04/2016,100,1,0,0,0,90
859840,Product_0890,Whse_C,Category_023,01/04/2016,120,1,0,0,0,92
859841,Product_0893,Whse_C,Category_023,01/04/2016,60,1,0,0,0,82
861219,Product_1350,Whse_C,Category_019,01/04/2016,61000,1,0,0,0,91
861218,Product_1350,Whse_C,Category_019,01/04/2016,66000,1,0,0,0,86
999503,Product_1618,Whse_S,Category_024,01/04/2016,22,1,0,0,0,82
999501,Product_1794,Whse_S,Category_024,01/04/2016,7,1,0,0,0,81
991977,Product_1688,Whse_A,Category_021,01/04/2016,1,1,0,0,0,82
856783,Product_1341,Whse_S,Category_019,01/04/2016,10000,1,0,0,0,84
999499,Product_1618,Whse_S,Category_024,01/04/2016,14,1,0,0,0,83
991521,Product_1847,Whse_A,Category_024,01/04/2016,100,1,0,0,0,93
864893,Product_0515,Whse_S,Category_022,01/04/2016,20,1,0,0,0,89
862529,Product_0516,Whse_S,Category_022,01/04/2016,8,1,0,0,0,94
864888,Product_0515,Whse_S,Category_022,01/04/2016,22,1,0,0,0,93
905171,Product_1394,Whse_C,Category_019,01/04/2016,1000,1,0,0,0,85
905172,Product_1394,Whse_C,Category_019,01/04/2016,1000,1,0,0,0,90
996632,Product_1366,Whse_C,Category_019,01/04/2016,1000,1,0,0,0,96
996477,Product_0144,Whse_C,Category_005,01/04/2016,600,1,0,0,0,83
699219,Product_1502,Whse_C,Category_019,01/04/2016,100000,1,0,0,0,85
864582,Product_0620,Whse_C,Category_001,01/04/2016,1,1,0,0,0,84
786878,Product_0608,Whse_S,Category_001,01/04/2016,24,1,0,0,0,80
905170,Product_1264,Whse_C,Category_019,01/04/2016,2000,1,0,0,0,86
906100,Product_1394,Whse_C,Category_019,01/04/2016,100000,1,0,0,0,96
861817,Product_0033,Whse_C,Category_005,01/04/2016,11500,1,0,0,0,86
786893,Product_1822,Whse_S,Category_018,01/04/2016,2,1,0,0,0,84
862414,Product_1393,Whse_S,Category_019,01/04/2016,30000,1,0,0,0,92
862415,Product_1264,Whse_S,Category_019,01/04/2016,5000,1,0,0,0,82
906104,Product_1431,Whse_C,Category_019,01/04/2016,20000,1,0,0,0,91
864889,Product_0517,Whse_S,Category_022,01/04/2016,8,1,0,0,0,84
864890,Product_0518,Whse_S,Category_022,01/04/2016,4,1,0,0,0,91
861818,Product_0033,Whse_C,Category_005,01/04/2016,1000,1,0,0,0,80
996633,Product_1568,Whse_C,Category_019,01/04/2016,1000,1,0,0,0,84
863769,Product_0642,Whse_C,Category_019,01/04/2016,29,1,0,0,0,82
863770,Product_1195,Whse_C,Category_019,01/04/2016,1000,1,0,0,0,84
786892,Product_0033,Whse_S,Category_005,01/04/2016,25000,1,0,0,0,85
997950,Product_0034,Whse_S,Category_005,01/04/2016,800,1,0,0,0,94
996780,Product_0368,Whse_C,Category_030,01/04/2016,1500,1,0,0,0,88
998069,Product_1735,Whse_S,Category_030,01/04/2016,1000,1,0,0,0,81
995462,Product_0977,Whse_A,Category_028,01/04/2016,0,1,0,0,0,87
996121,Product_1341,Whse_C,Category_019,01/04/2016,10000,1,0,0,0,93
786891,Product_0002,Whse_S,Category_005,01/04/2016,25000,1,0,0,0,96
786890,Product_2004,Whse_S,Category_005,01/04/2016,5000,1,0,0,0,92
996779,Product_1610,Whse_C,Category_030,01/04/2016,1000,1,0,0,0,85
786889,Product_0033,Whse_S,Category_005,01/04/2016,20000,1,0,0,0,89
989594,Product_1424,Whse_A,Category_019,01/04/2016,0,1,0,0,0,95
908813,Product_2167,Whse_C,Category_024,01/04/2016,108,1,0,0,0,89
989593,Product_1416,Whse_A,Category_019,01/04/2016,0,1,0,0,0,82
989592,Product_1250,Whse_A,Category_019,01/04/2016,0,1,0,0,0,85
996778,Product_0368,Whse_C,Category_030,01/04/2016,1500,1,0,0,0,86
786888,Product_0002,Whse_S,Category_005,01/04/2016,80000,1,0,0,0,86
900202,Product_0228,Whse_A,Category_007,01/04/2016,1000,1,0,0,0,90
867153,Product_0021,Whse_C,Category_005,01/04/2016,15000,1,0,0,0,92
908069,Product_0063,Whse_C,Category_019,01/04/2016,22000,1,0,0,0,85
998068,Product_0384,Whse_S,Category_030,01/04/2016,1000,1,0,0,0,94
896254,Product_1794,Whse_A,Category_024,01/04/2016,2,1,0,0,0,89
864891,Product_0527,Whse_S,Category_022,01/04/2016,2,1,0,0,0,81
786874,Product_0125,Whse_S,Category_011,01/04/2016,2,1,0,0,0,90
995171,Product_1563,Whse_A,Category_019,01/04/2016,0,1,0,0,0,87
976029,Product_1822,Whse_A,Category_018,01/04/2016,1,1,0,0,0,88
864892,Product_0536,Whse_S,Category_022,01/04/2016,4,1,0,0,0,84
987513,Product_1416,Whse_A,Category_019,01/04/2016,4000,1,0,0,0,88
976098,Product_1250,Whse_A,Category_019,01/04/2016,1000,1,0,0,0,92
859162,Product_1350,Whse_S,Category_019,01/04/2016,20000,1,0,0,0,92
976099,Product_1464,Whse_A,Category_019,01/04/2016,1000,1,0,0,0,92
896256,Product_1794,Whse_A,Category_024,01/04/2016,1,1,0,0,0,84
859161,Product_0084,Whse_S,Category_019,01/04/2016,180000,1,0,0,0,96
896255,Product_1645,Whse_A,Category_024,01/04/2016,2,1,0,0,0,80
899736,Product_0997,Whse_A,Category_028,01/04/2016,1150,1,0,0,0,90
786877,Product_0608,Whse_S,Category_001,01/04/2016,31,1,0,0,0,88
995170,Product_1410,Whse_A,Category_019,01/04/2016,0,1,0,0,0,92
896253,Product_1645,Whse_A,Category_024,01/04/2016,2,1,0,0,0,88
976656,Product_1419,Whse_A,Category_019,01/04/2016,1300,1,0,0,0,81
908236,Product_2167,Whse_C,Category_024,01/04/2016,250,1,0,0,0,83
976028,Product_0951,Whse_A,Category_018,01/04/2016,5,1,0,0,0,81
976027,Product_0945,Whse_A,Category_018,01/04/2016,1,1,0,0,0,91
899735,Product_0980,Whse_A,Category_028,01/04/2016,20000,1,0,0,0,96
896252,Product_1644,Whse_A,Category_024,01/04/2016,1,1,0,0,0,90
905400,Product_1403,Whse_C,Category_019,01/04/2016,8000,1,0,0,0,93
905246,Product_0312,Whse_C,Category_024,01/04/2016,5,1,0,0,0,87
1006121,Product_0373,Whse_J,Category_030,01/05/2016,100,1,0,0,0,80
874793,Product_0431,Whse_J,Category_011,01/05/2016,100,1,0,0,0,89
1045243,Product_0727,Whse_J,Category_001,01/05/2016,25,1,0,0,0,84
1022335,Product_1884,Whse_J,Category_007,01/05/2016,100,1,0,0,0,95
1045244,Product_0727,Whse_J,Category_001,01/05/2016,50,1,0,0,0,95
912588,Product_0394,Whse_J,Category_007,01/05/2016,50,1,0,0,0,95
966171,Product_1009,Whse_J,Category_005,01/05/2016,200,1,0,0,0,96
894133,Product_1456,Whse_J,Category_019,01/05/2016,5000,1,0,0,0,83
1045245,Product_1760,Whse_J,Category_001,01/05/2016,1,1,0,0,0,85
1006127,Product_0373,Whse_J,Category_030,01/05/2016,100,1,0,0,0,92
1022110,Product_0497,Whse_J,Category_015,01/05/2016,1,1,0,0,0,82
882117,Product_1359,Whse_J,Category_019,01/05/2016,25000,1,0,0,0,95
990075,Product_1314,Whse_A,Category_019,01/05/2016,600,1,0,0,0,88
966170,Product_1009,Whse_J,Category_005,01/05/2016,100,1,0,0,0,88
1045246,Product_1770,Whse_J,Category_001,01/05/2016,2,1,0,0,0,96
952119,Product_1355,Whse_J,Category_019,01/05/2016,8000,1,0,0,0,84
1006124,Product_0383,Whse_J,Category_030,01/05/2016,100,1,0,0,0,94
1006125,Product_0389,Whse_J,Category_030,01/05/2016,150,1,0,0,0,80
1006123,Product_0389,Whse_J,Category_030,01/05/2016,50,1,0,0,0,84
911522,Product_0608,Whse_J,Category_001,01/05/2016,5,1,0,0,0,85
911521,Product_0607,Whse_J,Category_001,01/05/2016,100,1,0,0,0,82
990076,Product_1478,Whse_A,Category_019,01/05/2016,1200,1,0,0,0,94
1006122,Product_0378,Whse_J,Category_030,01/05/2016,100,1,0,0,0,87
1022333,Product_0255,Whse_J,Category_007,01/05/2016,20,1,0,0,0,96
1006126,Product_0397,Whse_J,Category_030,01/05/2016,100,1,0,0,0,91
876443,Product_1360,Whse_J,Category_019,01/05/2016,50000,1,0,0,0,96
1022334,Product_1017,Whse_J,Category_007,01/05/2016,50,1,0,0,0,94
933251,Product_0730,Whse_J,Category_001,01/05/2016,50,1,0,0,0,84
933250,Product_1872,Whse_J,Category_001,01/05/2016,2,1,0,0,0,92
965815,Product_1938,Whse_J,Category_001,01/05/2016,15,1,0,0,0,85
937301,Product_1759,Whse_J,Category_001,01/05/2016,2,1,0,0,0,81
952068,Product_0613,Whse_J,Category_001,01/05/2016,40,1,0,0,0,88
937351,Product_0081,Whse_J,Category_019,01/05/2016,5000,1,0,0,0,84
1007296,Product_0588,Whse_J,Category_032,01/05/2016,6,1,0,0,0,93
912587,Product_0172,Whse_J,Category_007,01/05/2016,20,1,0,0,0,85
1007256,Product_1432,Whse_J,Category_019,01/05/2016,2000,1,0,0,0,94
966169,Product_1009,Whse_J,Category_005,01/05/2016,200,1,0,0,0,84
1007255,Product_1429,Whse_J,Category_019,01/05/2016,500,1,0,0,0,87
970493,Product_1356,Whse_J,Category_019,01/05/2016,10000,1,0,0,0,80
876442,Product_1264,Whse_J,Category_019,01/05/2016,10000,1,0,0,0,85
1029679,Product_0011,Whse_J,Category_005,01/05/2016,1000,1,0,0,0,88
858475,Product_1295,Whse_J,Category_019,01/05/2016,5000,1,0,0,0,81
1011379,Product_1906,Whse_J,Category_019,01/05/2016,1000,1,0,0,0,83
1030040,Product_0459,Whse_J,Category_015,01/05/2016,32,1,0,0,0,90
1022917,Product_1688,Whse_J,Category_021,01/05/2016,1,1,0,0,0,92
1030041,Product_0463,Whse_J,Category_015,01/05/2016,15,1,0,0,0,81
1030042,Product_0497,Whse_J,Category_015,01/05/2016,10,1,0,0,0,88
1022918,Product_1680,Whse_J,Category_021,01/05/2016,3,1,0,0,0,83
1030045,Product_0103,Whse_J,Category_015,01/05/2016,2,1,0,0,0,81
1030046,Product_0459,Whse_J,Category_015,01/05/2016,4,1,0,0,0,86
1030047,Product_0463,Whse_J,Category_015,01/05/2016,4,1,0,0,0,86
1030048,Product_0497,Whse_J,Category_015,01/05/2016,1,1,0,0,0,81
938062,Product_0713,Whse_J,Category_001,01/05/2016,10,1,0,0,0,95
938063,Product_0716,Whse_J,Category_001,01/05/2016,10,1,0,0,0,84
899489,Product_0936,Whse_A,Category_006,01/05/2016,2500,1,0,0,0,90
938064,Product_0795,Whse_J,Category_001,01/05/2016,10,1,0,0,0,87
938065,Product_0767,Whse_J,Category_001,01/05/2016,50,1,0,0,0,90
938066,Product_0814,Whse_J,Category_001,01/05/2016,50,1,0,0,0,96
1022916,Product_1896,Whse_J,Category_021,01/05/2016,50,1,0,0,0,85
875083,Product_1450,Whse_J,Category_019,01/05/2016,1000,1,0,0,0,89
933258,Product_0794,Whse_J,Category_001,01/05/2016,10,1,0,0,0,81
966172,Product_1009,Whse_J,Category_005,01/05/2016,100,1,0,0,0,95
1029678,Product_0007,Whse_J,Category_005,01/05/2016,1000,1,0,0,0,96
875628,Product_0981,Whse_J,Category_028,01/05/2016,5000,1,0,0,0,94
965165,Product_1350,Whse_J,Category_019,01/05/2016,7000,1,0,0,0,89
965167,Product_1274,Whse_J,Category_019,01/05/2016,12000,1,0,0,0,85
965168,Product_1350,Whse_J,Category_019,01/05/2016,10000,1,0,0,0,94
965169,Product_1451,Whse_J,Category_019,01/05/2016,41000,1,0,0,0,81
965174,Product_0065,Whse_J,Category_019,01/05/2016,1000,1,0,0,0,84
965175,Product_0073,Whse_J,Category_019,01/05/2016,2000,1,0,0,0,81
965176,Product_0085,Whse_J,Category_019,01/05/2016,1000,1,0,0,0,93
899648,Product_1464,Whse_A,Category_019,01/05/2016,5000,1,0,0,0,90
875831,Product_1453,Whse_J,Category_019,01/05/2016,5000,1,0,0,0,89
875507,Product_0079,Whse_J,Category_019,01/05/2016,6000,1,0,0,0,83
1029904,Product_0361,Whse_J,Category_007,01/05/2016,1,1,0,0,0,87
933257,Product_0790,Whse_J,Category_001,01/05/2016,10,1,0,0,0,87
875832,Product_1456,Whse_J,Category_019,01/05/2016,2000,1,0,0,0,89
1030039,Product_0103,Whse_J,Category_015,01/05/2016,10,1,0,0,0,90
860106,Product_1359,Whse_J,Category_019,01/05/2016,3000,1,0,0,0,86
875082,Product_1350,Whse_J,Category_019,01/05/2016,3000,1,0,0,0,90
893985,Product_0064,Whse_J,Category_019,01/05/2016,25000,1,0,0,0,85
970388,Product_1241,Whse_J,Category_019,01/05/2016,6000,1,0,0,0,94
938283,Product_0410,Whse_J,Category_019,01/05/2016,20,1,0,0,0,95
970387,Product_1359,Whse_J,Category_019,01/05/2016,10000,1,0,0,0,88
933253,Product_0821,Whse_J,Category_001,01/05/2016,10,1,0,0,0,84
970386,Product_1451,Whse_J,Category_019,01/05/2016,10000,1,0,0,0,90
858474,Product_1287,Whse_J,Category_019,01/05/2016,5000,1,0,0,0,91
970385,Product_1241,Whse_J,Category_019,01/05/2016,5000,1,0,0,0,80
970383,Product_1158,Whse_J,Category_006,01/05/2016,1000,1,0,0,0,86
1022111,Product_0297,Whse_J,Category_015,01/05/2016,3,1,0,0,0,83
970378,Product_0014,Whse_J,Category_005,01/05/2016,1000,1,0,0,0,89
1029680,Product_0031,Whse_J,Category_005,01/05/2016,1000,1,0,0,0,83
894030,Product_0976,Whse_J,Category_028,01/05/2016,500,1,0,0,0,81
894031,Product_0981,Whse_J,Category_028,01/05/2016,500,1,0,0,0,87
933252,Product_0815,Whse_J,Category_001,01/05/2016,10,1,0,0,0,90
1029135,Product_1659,Whse_J,Category_026,01/05/2016,2,1,0,0,0,86
938282,Product_0408,Whse_J,Category_019,01/05/2016,500,1,0,0,0,95
1029136,Product_1674,Whse_J,Category_026,01/05/2016,1,1,0,0,0,83
1046792,Product_0337,Whse_J,Category_021,01/05/2016,2,1,0,0,0,82
993678,Product_1416,Whse_A,Category_019,01/05/2016,0,1,0,0,0,82
938227,Product_0035,Whse_J,Category_005,01/05/2016,1000,1,0,0,0,87
1044884,Product_1156,Whse_J,Category_006,01/05/2016,5000,1,0,0,0,81
933256,Product_0765,Whse_J,Category_001,01/05/2016,4,1,0,0,0,87
860362,Product_2019,Whse_J,Category_005,01/05/2016,2000,1,0,0,0,95
1011948,Product_1016,Whse_J,Category_007,01/05/2016,100,1,0,0,0,94
933255,Product_0753,Whse_J,Category_001,01/05/2016,10,1,0,0,0,88
933254,Product_0751,Whse_J,Category_001,01/05/2016,10,1,0,0,0,81
1045242,Product_0263,Whse_J,Category_001,01/05/2016,3,1,0,0,0,86
993682,Product_1470,Whse_A,Category_019,01/05/2016,0,1,0,0,0,84
993681,Product_1424,Whse_A,Category_019,01/05/2016,0,1,0,0,0,87
993680,Product_1423,Whse_A,Category_019,01/05/2016,0,1,0,0,0,95
1006945,Product_1294,Whse_J,Category_019,01/05/2016,400,1,0,0,0,88
1006946,Product_1378,Whse_J,Category_019,01/05/2016,1100,1,0,0,0,84
1022112,Product_0303,Whse_J,Category_015,01/05/2016,8,1,0,0,0,90
937595,Product_0031,Whse_J,Category_005,01/05/2016,1000,1,0,0,0,92
993679,Product_1420,Whse_A,Category_019,01/05/2016,0,1,0,0,0,94
894014,Product_1241,Whse_J,Category_019,01/05/2016,50000,1,0,0,0,94
966242,Product_1680,Whse_J,Category_021,01/05/2016,1,1,0,0,0,86
915193,Product_0613,Whse_J,Category_001,01/05/2016,3,1,0,0,0,96
966248,Product_2167,Whse_J,Category_024,01/05/2016,5,1,0,0,0,90
912246,Product_1896,Whse_J,Category_021,01/05/2016,150,1,0,0,0,83
912245,Product_0337,Whse_J,Category_021,01/05/2016,30,1,0,0,0,85
924946,Product_1367,Whse_J,Category_019,01/05/2016,600,1,0,0,0,84
924947,Product_1371,Whse_J,Category_019,01/05/2016,300,1,0,0,0,96
912244,Product_0332,Whse_J,Category_021,01/05/2016,30,1,0,0,0,88
859400,Product_1341,Whse_S,Category_019,01/05/2016,12000,1,0,0,0,93
912243,Product_0284,Whse_J,Category_021,01/05/2016,500,1,0,0,0,91
934236,Product_1788,Whse_J,Category_006,01/05/2016,2000,1,0,0,0,86
1009437,Product_0728,Whse_J,Category_001,01/05/2016,25,1,0,0,0,87
934261,Product_1373,Whse_J,Category_019,01/05/2016,300,1,0,0,0,84
912247,Product_1896,Whse_J,Category_021,01/05/2016,50,1,0,0,0,95
1009438,Product_0741,Whse_J,Category_001,01/05/2016,25,1,0,0,0,86
1009468,Product_2010,Whse_J,Category_005,01/05/2016,100,1,0,0,0,86
1009492,Product_1346,Whse_J,Category_019,01/05/2016,1000,1,0,0,0,80
1009493,Product_1436,Whse_J,Category_019,01/05/2016,1000,1,0,0,0,84
934262,Product_1254,Whse_J,Category_019,01/05/2016,200,1,0,0,0,92
912736,Product_2166,Whse_J,Category_024,01/05/2016,50,1,0,0,0,94
934263,Product_1257,Whse_J,Category_019,01/05/2016,200,1,0,0,0,81
879105,Product_1501,Whse_J,Category_019,01/05/2016,3000,1,0,0,0,82
1009602,Product_1710,Whse_J,Category_026,01/05/2016,4,1,0,0,0,89
935444,Product_0974,Whse_J,Category_028,01/05/2016,150,1,0,0,0,96
934264,Product_1258,Whse_J,Category_019,01/05/2016,200,1,0,0,0,86
878996,Product_1378,Whse_J,Category_019,01/05/2016,300,1,0,0,0,82
934265,Product_1259,Whse_J,Category_019,01/05/2016,200,1,0,0,0,95
859454,Product_1341,Whse_S,Category_019,01/05/2016,24000,1,0,0,0,89
924878,Product_2006,Whse_J,Category_005,01/05/2016,1000,1,0,0,0,95
1010724,Product_0817,Whse_J,Category_001,01/05/2016,3,1,0,0,0,88
897541,Product_1435,Whse_A,Category_019,01/05/2016,20000,1,0,0,0,85
979257,Product_1416,Whse_A,Category_019,01/05/2016,0,1,0,0,0,96
948842,Product_1512,Whse_J,Category_019,01/05/2016,3000,1,0,0,0,95
924677,Product_0679,Whse_J,Category_011,01/05/2016,100,1,0,0,0,85
1027136,Product_1988,Whse_J,Category_005,01/05/2016,2000,1,0,0,0,91
1027131,Product_1765,Whse_J,Category_005,01/05/2016,100,1,0,0,0,91
1027130,Product_1580,Whse_J,Category_005,01/05/2016,100,1,0,0,0,81
967513,Product_1193,Whse_J,Category_019,01/05/2016,200,1,0,0,0,91
948841,Product_1463,Whse_J,Category_019,01/05/2016,3000,1,0,0,0,80
859461,Product_1234,Whse_S,Category_019,01/05/2016,100000,1,0,0,0,88
967545,Product_0322,Whse_J,Category_007,01/05/2016,3,1,0,0,0,89
1026912,Product_0717,Whse_J,Category_001,01/05/2016,5,1,0,0,0,86
1026892,Product_2168,Whse_J,Category_024,01/05/2016,4,1,0,0,0,92
1009141,Product_1803,Whse_J,Category_006,01/05/2016,4,1,0,0,0,96
1026727,Product_0412,Whse_J,Category_007,01/05/2016,1,1,0,0,0,88
1026726,Product_0249,Whse_J,Category_007,01/05/2016,3,1,0,0,0,91
1026626,Product_0671,Whse_J,Category_011,01/05/2016,10,1,0,0,0,85
948840,Product_1401,Whse_J,Category_019,01/05/2016,1000,1,0,0,0,88
948839,Product_1387,Whse_J,Category_019,01/05/2016,1000,1,0,0,0,94
1010705,Product_0119,Whse_J,Category_008,01/05/2016,10,1,0,0,0,90
912248,Product_0845,Whse_J,Category_021,01/05/2016,5000,1,0,0,0,88
1026918,Product_0736,Whse_J,Category_001,01/05/2016,5,1,0,0,0,93
1010725,Product_0818,Whse_J,Category_001,01/05/2016,2,1,0,0,0,81
879262,Product_1294,Whse_J,Category_019,01/05/2016,200,1,0,0,0,93
934266,Product_1424,Whse_J,Category_019,01/05/2016,200,1,0,0,0,92
880030,Product_0979,Whse_J,Category_028,01/05/2016,14000,1,0,0,0,89
880029,Product_0975,Whse_J,Category_028,01/05/2016,14000,1,0,0,0,81
912011,Product_1889,Whse_J,Category_007,01/05/2016,2000,1,0,0,0,93
912010,Product_0395,Whse_J,Category_007,01/05/2016,20,1,0,0,0,88
912009,Product_0187,Whse_J,Category_007,01/05/2016,500,1,0,0,0,95
912008,Product_0412,Whse_J,Category_007,01/05/2016,30,1,0,0,0,84
915199,Product_0734,Whse_J,Category_001,01/05/2016,5,1,0,0,0,87
912007,Product_0178,Whse_J,Category_007,01/05/2016,10000,1,0,0,0,93
915198,Product_0729,Whse_J,Category_001,01/05/2016,25,1,0,0,0,85
1046259,Product_0380,Whse_J,Category_030,01/05/2016,100,1,0,0,0,90
880031,Product_0984,Whse_J,Category_028,01/05/2016,14000,1,0,0,0,90
1025428,Product_1839,Whse_J,Category_006,01/05/2016,1000,1,0,0,0,86
925520,Product_1451,Whse_J,Category_019,01/05/2016,10000,1,0,0,0,91
993290,Product_1539,Whse_A,Category_019,01/05/2016,0,1,0,0,0,87
993289,Product_1513,Whse_A,Category_019,01/05/2016,0,1,0,0,0,85
993288,Product_1464,Whse_A,Category_019,01/05/2016,0,1,0,0,0,91
1046144,Product_1710,Whse_J,Category_026,01/05/2016,7,1,0,0,0,88
